NUMLICDOC	LAWADDRESS	NUMBER	LICENSEFK	ORGNAME	SYS_GUID	DATELICDOC	SCHOOLNAME	SHORTNAME
2114	450091, Республика Башкортостан, г. Уфа, ул. Муксинова, д. 2	1	57BA44B5167760F598A526FFE684CCC3	Федеральная служба по надзору в сфере образования и науки	0239F479E2B57D8FCB7425ACB7C9119A	01.11.2005	федеральное государственное образовательное учреждение высшего профессионального образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»	
2172	680020, Хабаровский край, г. Хабаровск, пер. Казарменный, д. 15	1	D4E78C53E46148284907118A33AF5A67	Федеральная служба по надзору в сфере образования и науки	D9EA6B3986F710008119C083D6C51CE2	17.11.2005	федеральное государственное образовательное учреждение высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	
817-06	426021, Удмуртская Республика, г. Ижевск, городок Машиностроителей, д. 116	1	A65F231BA8BDC12AC72F9796BE33690A	Федеральная служба по надзору в сфере образования и науки	502A7E335EA3FDA153D788544C21F755	07.04.2010	Ижевский филиал федерального государственного образовательного учреждения высшего профессионального образования «Нижегородская академия Министерства внутренних дел Российской Федерации»	
1240-06	677015, Республика Саха (Якутия), г. Якутск, ул. Якутская, д. 2	1	98ECDD28B72981D4296AF1D2D299CCF9	Федеральная служба по надзору в сфере образования и науки	CECC2A55B5DBB140942F6F8619C3F8D3	05.06.2009	Якутский филиал федерального государственного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	
817-06	614038, Пермский край, г. Пермь, ул. Академика Веденеева, д. 100	1	C05EFFCEF2C38B31EECBDE4A6E36B39A	Федеральная служба по надзору в сфере образования и науки	D605409EA2C2FA19296ECCF70BDEF4C0	07.04.2010	Пермский филиал федерального государственного образовательного учреждения высшего профессионального образования «Нижегородская академия Министерства внутренних дел Российской Федерации»	
1578	167018,  г. Сыктывкар, ул. Менделеева, д. 4	1	0014570AC9092C41786E9256130EC2E6	Федеральная служба по надзору в сфере образования и науки	8083A425FFE9F85078A29184A4E26589	19.06.2007	Сыктывкарский филиал Государственного образовательного учреждения среднего профессионального образования «Московская специальная средняя школа милиции Министерства внутренних дел Российской Федерации»	
817-06	428000, Чувашская Республика, г. Чебоксары, ул. Шевченко, д. 23	1	F161664452D7EA4C77CA668406FA0553	Федеральная служба по надзору в сфере образования и науки	9906DAEB7B58B84100DDD9B61314C7DC	07.04.2010	Чебоксарский филиал федерального государственного образовательного учреждения высшего профессионального образования «Нижегородская академия Министерства внутренних дел Российской Федерации»	Чебоксарский филиал Нижегородской академии МВД России или ЧФ НА МВД России
1113-06	690087, Приморский край, г. Владивосток, ул. Котельникова, д. 21	1	BD13DBF14BDEFE7F3A6F8D6CAD9FDFE0	Федеральная служба по надзору в сфере образования и науки	EB2FEBB7DF2BB07CB603824DBA35244F	19.05.2009	Владивостокский филиал федерального государственного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	
2144	625049, г. Тюмень, ул. Амурская, д. 75	2	16174D508E1D82F63F6370B18FCF0646		9994C4A446D1934B484C7D76C27F2866	04.10.2011	федеральное государственное образовательное учреждение высшего профессионального образования «Тюменский юридический институт Министерства внутренних дел Российской Федерации»	
1751-06	302027, Орловская область, г. Орел, ул. Игнатова, д. 2	1	0CE0BBCDFECDA3C098D4866076F55C93	Федеральная служба по надзору в сфере образования и науки	C9B1D4B8FF3DA157D38CABF2755824BD	02.11.2009	Федеральное государственное образовательное учреждение высшего профессионального образования «Орловский юридический институт Министерства внутренних дел Российской Федерации»	ОрЮИ МВД России
1738-06	390046, Рязанская область, г. Рязань, ул. Введенская, д. 106	1	4DD7907C0BE4740100CF77A9289E354D	Федеральная служба по надзору в сфере образования и науки	CAE143E0CCE54EB20848639779BC2782	29.10.2009	Рязанский филиал федерального государственного образовательного учреждения высшего профессионального образования «Московский университет Министерства внутренних дел Российской Федерации»	
862	640004, г. Курган, ул. Электровозная, д. 23	1	DE1E40DCB0EA5CE1B57F96A0A59693B5	Федеральная служба по надзору в сфере образования и науки	46DB2156E9AE052FB47DF7F141F49789	09.04.2007	Курганский филиал (заочного обучения) государственного образовательного учреждения высшего профессионального образования «Уральский юридический институт Министерства внутренних дел Российской Федерации»	
871	367901, Республика Дагестан, г. Махачкала, пос. Ленинкент, ул. Дахадаева, д. 16б	1	35A0F9A756BFD1E116393F83F5BA2F5D	Федеральная служба по надзору в сфере образования и науки	0C4010DBEB36FD3CCE66A279CC0761C0	09.04.2007	Махачкалинский филиал федерального государственного образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	
1473-06	236006, Калининградская область, г. Калининград, Московский просп., д. 8	1	B0B169E72BB505A67CA07B0CDB7982E5	Федеральная служба по надзору в сфере образования и науки	E3631719B0A99A631EE31A02247C36C0	31.05.2010	федеральное государственное образовательное учреждение высшего профессионального образования «Калининградский юридический институт Министерства внутренних дел Российской Федерации»	
1393	350005, Краснодарский край, г. Краснодар, ул. Ярославская, д. 128	1	4BF2C8F8552F66CB488F7F7FC445D46E	Федеральная служба по надзору в сфере образования и науки	93D909BBF6447550E36A88EDE7D518E9	14.05.2007	федеральное государственное образовательное учреждение высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	КрУ МВД России
1821	414024, Астраханская область, г. Астрахань, набережная реки Царева/ул. 1-я Контрольная, д. 9/1	1	0A3A277115A1527187A2CC4A906C92B1	Федеральная служба по надзору в сфере образования и науки	EB3B97F367F55CD7BC4F0FDCE64854B4	19.07.2007	Астраханский филиал федерального государственного образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	
2011	443112, Самарская область, г. Самара, ул. имени академика Н.Д. Кузнецова, д. 32	1	4D6C5CD6A7F1534E77875B91A3D0BF7D	Федеральная служба по надзору в сфере образования и науки	4C6E3AEBC1642266B1B20C46255595A9	06.09.2007	Самарский филиал федерального государственного образовательного учреждения высшего профессионального образования «Саратовский юридический институт Министерства внутренних дел Российской Федерации»	
2052	414024, Астраханская область, г. Астрахань, набережная реки Царева/ул. 1-я Контрольная, д. 9/1	2	0A3A277115A1527187A2CC4A906C92B1	Федеральная служба по надзору в сфере образования и науки	75C8F320573D238A4266CDF6F0FE3C85	01.10.2007	Астраханский филиал федерального государственного образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	
2053	369000, Карачаево-Черкесская Республика, г. Черкесск, ул. Крайняя, д. 86	1	3820B8014AEA53EE3B228AAB2BC4761C	Федеральная служба по надзору в сфере образования и науки	AFE857068C53A73C0C8386DBFC467B31	01.10.2007	Черкесский филиал федерального государственного образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	
1892-05	650991, г. Кемерово, ул. Н. Островского, д. 13	1	C23037CFF46B33D4AB1FCA18281B9D9F	Федеральная служба по надзору в сфере образования и науки	17D3A3AB3FDD0923FE3CC7AABC43197D	12.11.2007	Кемеровский филиал государственного образовательного учреждения высшего профессионального образования «Омская академия Министерства внутренних дел Российской Федерации»	
649-06	454081, Челябинская область, г. Челябинск, ул. Либединского, д. 41	1	14FB712AF0542505FA384A27CC5EF540	Федеральная служба по надзору в сфере образования и науки	3BF2DE27CC101AC2440631B6C7129B57	24.03.2010	федеральное государственное образовательное учреждение высшего профессионального образования «Челябинский юридический институт Министерства внутренних дел Российской Федерации»	
496	400089, Волгоградская область, г. Волгоград, ул. Историческая, д. 130	1	A670C2550B276113B5E45109F7E0F8A6	Федеральная служба по надзору в сфере образования и науки	EEB7588899C2A4C3C4FF5B9495344AA8	12.03.2008	федеральное государственное образовательное учреждение высшего профессионального образования «Волгоградская академия Министерства внутренних дел Российской Федерации»	ФГОУ ВПО «Волгоградская академия МВД России»
2054	344015, Ростовская область, г. Ростов-на-Дону, ул. Маршала Еременко, д. 83	1	F16FC6275EBFF9FD686F216B0A33F218	Федеральная служба по надзору в сфере образования и науки	5B7755FA71A24EB17E40A510DD0FA722	05.11.2008	федеральное государственное образовательное учреждение высшего профессионального образования «Ростовский юридический институт Министерства внутренних дел Российской Федерации»	
262	367901, Республика Дагестан, г. Махачкала, пос. Ленинкент, ул. Дахадаева, д. 16б	2	35A0F9A756BFD1E116393F83F5BA2F5D	Федеральная служба по надзору в сфере образования и науки	8AC0B24FE26A285C01BC6DDDF6BB9593	07.02.2008	Махачкалинский филиал федерального государственного образовательного учреждения высшего профессионального образования «Краснодарский университет Министерства внутренних дел Российской Федерации»	
410	129329, г. Москва, ул. Кольская, д. 2	1	10458FB445C383651CCE1467C5EF2393	Федеральная служба по надзору в сфере образования и науки	BBEEFB850B4635D3F4D568E36B1FE02D	28.02.2008	федеральное государственное образовательное учреждение высшего профессионального образования «Академия экономической безопасности Министерства внутренних дел Российской Федерации»	
1936-06	394065, Воронежская область, г. Воронеж, просп. Патриотов, д. 53	1	051A9B1D12CFA1B314E4D1B6B39F9427	Федеральная служба по надзору в сфере образования и науки	5FD2F2FD026282BD17BEDDC843A358E4	02.12.2009	федеральное государственное образовательное учреждение высшего профессионального образования «Воронежский институт Министерства внутренних дел Российской Федерации»	
797	440014, г. Пенза, ул. Ботаническая, д. 19	1	4CCCBAC5E3E9F74DC62D78B0D2E3CB06	Федеральная служба по надзору в сфере образования и науки	2ABFE7121160764692AB21F7DC042E0B	09.04.2008	Пензенский филиал заочного обучения федерального государственного образовательного учреждения высшего профессионального образования «Саратовский юридический институт Министерства внутренних дел Российской Федерации»	
1058	460040, Оренбургская область, г. Оренбург, просп. Гагарина, д. 21	1	65B4352496FE41FA624FF450EECD4D1A	Федеральная служба по надзору в сфере образования и науки	7C28A31BAF78D80DC4FACB0779320EA1	19.05.2008	Оренбургский филиал (заочного обучения) государственного образовательного учреждения высшего профессионального образования «Уфимский юридический институт Министерства внутренних дел Российской Федерации»	
1216	692502, Приморский край, г. Уссурийск, ул. Охотничья, д. 1а	1	22D4131843A9C8868E7DDFF38DA0402E	Федеральная служба по надзору в сфере образования и науки	516C641EFD231CC6A958F059A93A5797	03.06.2008	Уссурийский филиал федерального государственного образовательного учреждения высшего профессионального образования «Дальневосточный юридический институт Министерства внутренних дел Российской Федерации»	
1989-06	625049, Тюменская область, г. Тюмень, ул. Амурская, д. 75	1	16174D508E1D82F63F6370B18FCF0646	Федеральная служба по надзору в сфере образования и науки	587633789931D6A7F78DC7D6DEF788B5	10.12.2009	федеральное государственное образовательное учреждение высшего профессионального образования «Тюменский юридический институт Министерства внутренних дел Российской Федерации»	
30	443112, Самарская область, г. Самара, ул. имени академика Н.Д. Кузнецова, д. 32	2	4D6C5CD6A7F1534E77875B91A3D0BF7D	Федеральная служба по надзору в сфере образования и науки	6F35EC58E20CFD69EAF9EFC83ADD9F37	21.12.1994	Самарский филиал федерального государственного образовательного учреждения высшего профессионального образования «Саратовский юридический институт Министерства внутренних дел Российской Федерации»	
